5 digit BPA ID,Data type,Taxon_OR_organism,Strain_OR_isolate,Serovar,Growth Media,Replicate,Omics,Analytical platform,Facility,Work order #,Contextual Data Submission Date,Sample submission date,Data generated,Archive Ingestion Date,Archive ID,id,curation_url,in_data_portal,last_modified
102.100.100.26004,Pilot,Klebsiella pneumoniae,KPC2,,Pooled sera,1,Metabolomics,LC-MS,MA,,2017-04-13,2017-04-13,0,,,119,,0,2017-06-09 06:02:44
102.100.100.26003,Pilot,Klebsiella pneumoniae,KPC2,,Pooled sera,2,Metabolomics,LC-MS,MA,,2017-04-13,2017-04-13,0,,,118,,0,2017-06-09 06:02:44
102.100.100.26002,Pilot,Klebsiella pneumoniae,KPC2,,Pooled sera,1,Metabolomics,LC-MS,MA,,2017-04-13,2017-04-13,0,,,117,,0,2017-06-09 06:02:44
102.100.100.25932,Pilot,Klebsiella pneumoniae,AJ218,,Pooled sera,6,Metabolomics,LC-MS,MA,,2017-03-22,2017-03-22,0,,,116,,0,2017-03-30 09:55:17
102.100.100.25931,Pilot,Klebsiella pneumoniae,AJ218,,Pooled sera,5,Metabolomics,LC-MS,MA,,2017-03-22,2017-03-22,0,,,115,,0,2017-03-30 09:55:17
102.100.100.25930,Pilot,Klebsiella pneumoniae,AJ218,,Pooled sera,4,Metabolomics,LC-MS,MA,,2017-03-22,2017-03-22,0,,,114,,0,2017-03-30 09:55:17
102.100.100.25929,Pilot,Klebsiella pneumoniae,AJ218,,Pooled sera,3,Metabolomics,LC-MS,MA,,2017-03-22,2017-03-22,0,,,113,,0,2017-03-30 09:55:17
102.100.100.25928,Pilot,Klebsiella pneumoniae,AJ218,,Pooled sera,2,Metabolomics,LC-MS,MA,,2017-03-22,2017-03-22,0,,,112,,0,2017-03-30 09:55:17
102.100.100.25927,Pilot,Klebsiella pneumoniae,AJ218,,Pooled sera,1,Metabolomics,LC-MS,MA,,2017-03-22,2017-03-22,0,,,111,,0,2017-03-30 09:55:17
102.100.100.25926,Pilot,Klebsiella pneumoniae,KPC2,,Pooled sera,6,Metabolomics,LC-MS,MA,,2017-03-22,2017-03-22,0,,,110,,0,2017-03-30 09:55:17
102.100.100.25925,Pilot,Klebsiella pneumoniae,KPC2,,Pooled sera,5,Metabolomics,LC-MS,MA,,2017-03-22,2017-03-22,0,,,109,,0,2017-03-30 09:55:17
102.100.100.25924,Pilot,Klebsiella pneumoniae,KPC2,,Pooled sera,4,Metabolomics,LC-MS,MA,,2017-03-22,2017-03-22,0,,,108,,0,2017-03-30 09:55:17
102.100.100.25923,Pilot,Klebsiella pneumoniae,KPC2,,Pooled sera,3,Metabolomics,LC-MS,MA,,2017-03-22,2017-03-22,0,,,107,,0,2017-03-30 09:55:17
102.100.100.25922,Pilot,Klebsiella pneumoniae,KPC2,,Pooled sera,2,Metabolomics,LC-MS,MA,,2017-03-22,2017-03-22,0,,,106,,0,2017-03-30 09:55:17
102.100.100.25921,Pilot,Klebsiella pneumoniae,KPC2,,Pooled sera,1,Metabolomics,LC-MS,MA,,2017-03-22,2017-03-22,0,,,105,,0,2017-03-30 09:55:17
102.100.100.25920,Pilot,Staphylococcus aureus,BPH2760,,Pooled sera,6,Metabolomics,LC-MS,MA,,2017-03-22,2017-03-22,0,,,104,,0,2017-03-30 09:55:17
102.100.100.25919,Pilot,Staphylococcus aureus,BPH2760,,Pooled sera,5,Metabolomics,LC-MS,MA,,2017-03-22,2017-03-22,0,,,103,,0,2017-03-30 09:55:17
102.100.100.25918,Pilot,Staphylococcus aureus,BPH2760,,Pooled sera,4,Metabolomics,LC-MS,MA,,2017-03-22,2017-03-22,0,,,102,,0,2017-03-30 09:55:17
102.100.100.25917,Pilot,Staphylococcus aureus,BPH2760,,Pooled sera,3,Metabolomics,LC-MS,MA,,2017-03-22,2017-03-22,0,,,101,,0,2017-03-30 09:55:17
102.100.100.25916,Pilot,Staphylococcus aureus,BPH2760,,Pooled sera,2,Metabolomics,LC-MS,MA,,2017-03-22,2017-03-22,0,,,100,,0,2017-03-30 09:55:17
102.100.100.25915,Pilot,Staphylococcus aureus,BPH2760,,Pooled sera,1,Metabolomics,LC-MS,MA,,2017-03-22,2017-03-22,0,,,99,,0,2017-03-30 09:55:17
102.100.100.25914,Pilot,Staphylococcus aureus,BPH2900,,Pooled sera,6,Metabolomics,LC-MS,MA,,2017-03-22,2017-03-22,0,,,98,,0,2017-03-30 09:55:17
102.100.100.25913,Pilot,Staphylococcus aureus,BPH2900,,Pooled sera,5,Metabolomics,LC-MS,MA,,2017-03-22,2017-03-22,0,,,97,,0,2017-03-30 09:55:17
102.100.100.25912,Pilot,Staphylococcus aureus,BPH2900,,Pooled sera,4,Metabolomics,LC-MS,MA,,2017-03-22,2017-03-22,0,,,96,,0,2017-03-30 09:55:17
102.100.100.25911,Pilot,Staphylococcus aureus,BPH2900,,Pooled sera,3,Metabolomics,LC-MS,MA,,2017-03-22,2017-03-22,0,,,95,,0,2017-03-30 09:55:17
102.100.100.25910,Pilot,Staphylococcus aureus,BPH2900,,Pooled sera,2,Metabolomics,LC-MS,MA,,2017-03-22,2017-03-22,0,,,94,,0,2017-03-30 09:55:17
102.100.100.25909,Pilot,Staphylococcus aureus,BPH2900,,Pooled sera,1,Metabolomics,LC-MS,MA,,2017-03-22,2017-03-22,0,,,93,,0,2017-03-30 09:55:17
102.100.100.25856,Pre-pilot,Klebsiella pneumoniae,,,LB ,7,Metabolomics,LC-MS,MA,N/A,2016-09-29,2015-11-08,1,,,92,,0,2016-11-21 14:00:08
102.100.100.25855,Pre-pilot,Klebsiella pneumoniae,,,LB ,6,Metabolomics,LC-MS,MA,N/A,2016-09-29,2015-11-08,1,,,91,,0,2016-11-21 14:00:08
102.100.100.25854,Pre-pilot,Klebsiella pneumoniae,,,LB ,5,Metabolomics,LC-MS,MA,N/A,2016-09-29,2015-11-08,1,,,90,,0,2016-11-21 14:00:08
102.100.100.25853,Pre-pilot,Klebsiella pneumoniae,,,LB ,4,Metabolomics,LC-MS,MA,N/A,2016-09-29,2015-11-08,1,,,89,,0,2016-11-21 14:00:08
102.100.100.25852,Pre-pilot,Klebsiella pneumoniae,,,LB ,3,Metabolomics,LC-MS,MA,N/A,2016-09-29,2015-11-08,1,,,88,,0,2016-11-21 14:00:08
102.100.100.25851,Pre-pilot,Klebsiella pneumoniae,,,LB ,2,Metabolomics,LC-MS,MA,N/A,2016-09-29,2015-11-08,1,,,87,,0,2016-11-21 14:00:08
102.100.100.25850,Pre-pilot,Klebsiella pneumoniae,,,LB ,1,Metabolomics,LC-MS,MA,N/A,2016-09-29,2015-11-08,1,,,86,,0,2016-11-21 14:00:08
102.100.100.25849,Pre-pilot,Klebsiella pneumoniae,,,LB ,7,Metabolomics,LC-MS,MA,N/A,2016-09-29,2015-11-08,1,,,85,,0,2016-11-21 14:00:08
102.100.100.25848,Pre-pilot,Klebsiella pneumoniae,,,LB ,6,Metabolomics,LC-MS,MA,N/A,2016-09-29,2015-11-08,1,,,84,,0,2016-11-21 14:00:08
102.100.100.25847,Pre-pilot,Klebsiella pneumoniae,,,LB ,5,Metabolomics,LC-MS,MA,N/A,2016-09-29,2015-11-08,1,,,83,,0,2016-11-21 14:00:08
102.100.100.25846,Pre-pilot,Klebsiella pneumoniae,,,LB ,4,Metabolomics,LC-MS,MA,N/A,2016-09-29,2015-11-08,1,,,82,,0,2016-11-21 14:00:08
102.100.100.25845,Pre-pilot,Klebsiella pneumoniae,,,LB ,3,Metabolomics,LC-MS,MA,N/A,2016-09-29,2015-11-08,1,,,81,,0,2016-11-21 14:00:08
102.100.100.25844,Pre-pilot,Klebsiella pneumoniae,,,LB ,2,Metabolomics,LC-MS,MA,N/A,2016-09-29,2015-11-08,1,,,80,,0,2016-11-21 14:00:08
102.100.100.25843,Pre-pilot,Klebsiella pneumoniae,,,LB ,1,Metabolomics,LC-MS,MA,N/A,2016-09-29,2015-11-08,1,,,79,,0,2016-11-21 14:00:08
102.100.100.25842,Pre-pilot,Escherichia coli,,,LB ,6,Metabolomics,LC-MS,MA,N/A,2016-09-29,2015-11-08,1,,,78,,0,2016-11-21 14:00:08
102.100.100.25841,Pre-pilot,Escherichia coli,,,LB ,5,Metabolomics,LC-MS,MA,N/A,2016-09-29,2015-11-08,1,,,77,,0,2016-11-21 14:00:08
102.100.100.25840,Pre-pilot,Escherichia coli,,,LB ,4,Metabolomics,LC-MS,MA,N/A,2016-09-29,2015-11-08,1,,,76,,0,2016-11-21 14:00:08
102.100.100.25839,Pre-pilot,Escherichia coli,,,LB ,3,Metabolomics,LC-MS,MA,N/A,2016-09-29,2015-11-08,1,,,75,,0,2016-11-21 14:00:08
102.100.100.25838,Pre-pilot,Escherichia coli,,,LB ,2,Metabolomics,LC-MS,MA,N/A,2016-09-29,2015-11-08,1,,,74,,0,2016-11-21 14:00:08
102.100.100.25837,Pre-pilot,Escherichia coli,,,LB ,1,Metabolomics,LC-MS,MA,N/A,2016-09-29,2015-11-08,1,,,73,,0,2016-11-21 14:00:08
102.100.100.25860,Pilot,Staphylococcus aureus,BPH2760,ST1,RPMI,6,Metabolomics,LC-MS,MA,,2016-09-06,2016-08-30,1,2016-10-21,BPAOPS-46,72,,1,2017-05-24 08:56:07
102.100.100.25859,Pilot,Staphylococcus aureus,BPH2760,ST1,RPMI,5,Metabolomics,LC-MS,MA,,2016-09-06,2016-08-30,1,2016-10-21,BPAOPS-46,71,,1,2017-05-24 08:56:07
102.100.100.25858,Pilot,Staphylococcus aureus,BPH2760,ST1,RPMI,4,Metabolomics,LC-MS,MA,,2016-09-06,2016-08-30,1,2016-10-21,BPAOPS-46,70,,1,2017-05-24 08:56:07
102.100.100.25857,Pilot,Staphylococcus aureus,BPH2760,ST1,RPMI,3,Metabolomics,LC-MS,MA,,2016-09-06,2016-08-30,1,2016-10-21,BPAOPS-46,69,,1,2017-05-24 08:56:07
102.100.100.25836,Pilot,Staphylococcus aureus,BPH2760,ST1,RPMI,2,Metabolomics,LC-MS,MA,,2016-09-06,2016-08-30,1,2016-10-21,BPAOPS-46,68,,1,2017-05-24 08:56:07
102.100.100.25835,Pilot,Staphylococcus aureus,BPH2760,ST1,RPMI,1,Metabolomics,LC-MS,MA,,2016-09-06,2016-08-30,1,2016-10-21,BPAOPS-46,67,,1,2017-05-24 08:56:07
102.100.100.25834,Pilot,Staphylococcus aureus,BPH2900,ST22,RPMI,6,Metabolomics,LC-MS,MA,,2016-09-06,2016-08-30,1,2016-10-21,BPAOPS-46,66,,1,2017-05-24 08:56:07
102.100.100.25833,Pilot,Staphylococcus aureus,BPH2900,ST22,RPMI,5,Metabolomics,LC-MS,MA,,2016-09-06,2016-08-30,1,2016-10-21,BPAOPS-46,65,,1,2017-05-24 08:56:07
102.100.100.25832,Pilot,Staphylococcus aureus,BPH2900,ST22,RPMI,4,Metabolomics,LC-MS,MA,,2016-09-06,2016-08-30,1,2016-10-21,BPAOPS-46,64,,1,2017-05-24 08:56:07
102.100.100.25831,Pilot,Staphylococcus aureus,BPH2900,ST22,RPMI,3,Metabolomics,LC-MS,MA,,2016-09-06,2016-08-30,1,2016-10-21,BPAOPS-46,63,,1,2017-05-24 08:56:07
102.100.100.25830,Pilot,Staphylococcus aureus,BPH2900,ST22,RPMI,2,Metabolomics,LC-MS,MA,,2016-09-06,2016-08-30,1,2016-10-21,BPAOPS-46,62,,1,2017-05-24 08:56:07
102.100.100.25829,Pilot,Staphylococcus aureus,BPH2900,ST22,RPMI,1,Metabolomics,LC-MS,MA,,2016-09-06,2016-08-30,1,2016-10-21,BPAOPS-46,61,,1,2017-05-24 08:56:07
102.100.100.25828,Pilot,Klebsiella pneumoniae,KPC2,Unknown,RPMI,6,Metabolomics,LC-MS,MA,,2016-09-06,2016-08-30,1,2016-10-21,BPAOPS-46,60,,1,2017-05-24 08:56:07
102.100.100.25827,Pilot,Klebsiella pneumoniae,KPC2,Unknown,RPMI,5,Metabolomics,LC-MS,MA,,2016-09-06,2016-08-30,1,2016-10-21,BPAOPS-46,59,,1,2017-05-24 08:56:07
102.100.100.25826,Pilot,Klebsiella pneumoniae,KPC2,Unknown,RPMI,4,Metabolomics,LC-MS,MA,,2016-09-06,2016-08-30,1,2016-10-21,BPAOPS-46,58,,1,2017-05-24 08:56:07
102.100.100.25825,Pilot,Klebsiella pneumoniae,KPC2,Unknown,RPMI,3,Metabolomics,LC-MS,MA,,2016-09-06,2016-08-30,1,2016-10-21,BPAOPS-46,57,,1,2017-05-24 08:56:07
102.100.100.25824,Pilot,Klebsiella pneumoniae,KPC2,Unknown,RPMI,2,Metabolomics,LC-MS,MA,,2016-09-06,2016-08-30,1,2016-10-21,BPAOPS-46,56,,1,2017-05-24 08:56:07
102.100.100.25823,Pilot,Klebsiella pneumoniae,KPC2,Unknown,RPMI,1,Metabolomics,LC-MS,MA,,2016-09-06,2016-08-30,1,2016-10-21,BPAOPS-46,55,,1,2017-05-24 08:56:07
102.100.100.25822,Pilot,Klebsiella pneumoniae,AJ218,K54,RPMI,6,Metabolomics,LC-MS,MA,,2016-09-06,2016-08-30,1,2016-10-21,BPAOPS-46,54,,1,2017-05-24 08:56:07
102.100.100.25821,Pilot,Klebsiella pneumoniae,AJ218,K54,RPMI,5,Metabolomics,LC-MS,MA,,2016-09-06,2016-08-30,1,2016-10-21,BPAOPS-46,53,,1,2017-05-24 08:56:07
102.100.100.25820,Pilot,Klebsiella pneumoniae,AJ218,K54,RPMI,4,Metabolomics,LC-MS,MA,,2016-09-06,2016-08-30,1,2016-10-21,BPAOPS-46,52,,1,2017-05-24 08:56:07
102.100.100.25819,Pilot,Klebsiella pneumoniae,AJ218,K54,RPMI,3,Metabolomics,LC-MS,MA,,2016-09-06,2016-08-30,1,2016-10-21,BPAOPS-46,51,,1,2017-05-24 08:56:07
102.100.100.25818,Pilot,Klebsiella pneumoniae,AJ218,K54,RPMI,2,Metabolomics,LC-MS,MA,,2016-09-06,2016-08-30,1,2016-10-21,BPAOPS-46,50,,1,2017-05-24 08:56:07
102.100.100.25817,Pilot,Klebsiella pneumoniae,AJ218,K54,RPMI,1,Metabolomics,LC-MS,MA,,2016-09-06,2016-08-30,1,2016-10-21,BPAOPS-46,49,,1,2017-05-24 08:56:07
